47,146
997,1096
78,179
857,956
184,285
220,321
553,654
696,794
177,276
940,1041
376,474
947,1045
132,233
832,931
636,734
665,763
783,882
762,860
819,917
134,232
73,172
444,545
77,176
899,998
828,929
802,903
477,575
18,119
860,959
559,660
332,431
915,1015
228,326
746,846
10,110
654,755
507,608
466,564
615,713
768,866
229,330
32,133
923,1021
847,948
832,932
995,1093
982,1083
277,377
849,950
759,859
445,543
845,944
639,739
991,1090
159,260
9,109
777,876
610,709
437,538
726,827
497,597
908,1007
976,1074
628,726
632,732
246,344
99,198
722,821
200,299
655,756
389,490
981,1082
995,1093
192,293
243,344
733,833
194,293
535,633
687,787
428,527
483,581
269,368
74,174
832,930
258,358
440,539
602,700
954,1054
144,242
495,593
540,639
248,347
537,635
549,648
996,1095
250,349
711,811
239,340
931,1032
584,682
788,886
212,312
420,518
786,885
5,104
902,1001
458,557
347,446
767,866
216,316
331,432
704,802
842,942
799,897
343,444
354,455
181,282
526,625
467,566
984,1085
27,128
156,257
994,1092
127,228
58,159
927,1025
787,886
699,798
769,870
749,849
495,595
106,207
285,385
939,1037
855,955
695,794
801,900
895,994
379,478
97,195
472,571
939,1038
60,158
120,219
190,290
102,201
412,511
685,784
710,809
80,180
154,254
698,798
363,461
624,723
351,449
667,765
408,508
435,536
542,642
747,846
646,747
579,677
875,973
292,392
778,877
524,623
58,157
317,418
505,603
423,521
189,287
407,506
723,821
338,436
54,152
886,985
799,899
551,651
263,364
676,776
59,159
512,611
774,875
667,766
824,924
308,406
845,943
36,134
367,466
398,497
537,635
944,1045
353,451
310,410
571,671
524,624
509,608
933,1033
504,602
292,391
462,563
468,567
8,109
964,1063
680,779
507,606
323,424
963,1062
268,366
287,388
986,1084
516,614
35,136
287,387
131,229
204,303
649,750
641,742
998,1098
622,721
979,1077
1000,1098
762,860
435,534
438,539
42,143
151,251
747,845
451,551
631,732
510,611
954,1054
245,346
166,267
396,495
502,600
565,666
569,670
194,292
274,372
69,170
338,439
371,472
355,455
681,781
967,1066
928,1028
165,266
39,140
63,164
605,706
559,659
339,439
440,538
308,407
246,345
754,854
608,708
95,193
161,259
12,111
989,1087
899,998
367,468
434,534
352,451
741,839
479,580
301,400
95,194
467,568
233,334
401,501
846,946
59,160
378,478
700,798
185,286
807,906
361,461
306,407
820,918
920,1021
860,961
928,1026
122,220
581,682
223,322
728,828
738,839
332,432
238,338
190,289
948,1049
448,546
45,143
430,531
867,968
493,593
586,684
294,393
221,321
222,320
277,378
898,996
622,723
869,967
158,257
129,228
673,773
61,159
810,909
288,387
682,782
652,750
432,532
598,698
53,153
95,194
444,543
599,697
80,179
401,500
989,1087
295,395
369,469
259,359
762,863
187,286
884,983
747,845
587,688
664,765
137,235
212,311
679,780
670,770
463,562
449,548
828,928
357,456
862,961
802,901
449,549
593,694
296,395
537,635
153,254
39,138
973,1071
375,475
523,621
981,1082
923,1021
5,104
381,479
557,655
335,435
313,413
340,440
643,743
589,688
963,1061
803,904
515,614
649,748
345,444
797,896
70,170
689,787
29,127
260,358
490,590
843,941
907,1007
97,198
430,531
340,441
652,753
498,596
541,642
320,419
68,168
540,641
145,246
561,659
679,777
368,466
901,1000
641,740
950,1049
989,1087
694,792
511,611
52,152
659,757
34,135
688,786
475,576
396,494
143,241
582,682
134,235
845,945
101,199
360,460
887,988
685,784
810,909
609,709
272,371
686,784
60,161
28,128
915,1015
350,450
297,398
293,392
797,896
364,462
500,598
991,1092
799,900
400,499
718,819
71,171
884,983
130,230
943,1041
118,217
110,210
599,697
744,843
478,577
638,737
3,102
319,420
110,210
441,542
374,473
694,792
382,483
410,509
813,912
163,264
868,969
471,572
310,410
49,147
972,1071
44,142
299,398
377,476
917,1016
998,1096
181,280
879,979
262,362
927,1027
131,229
120,219
886,986
369,467
113,214
604,703
267,367
530,629
215,316
469,570
934,1034
890,991
502,603
212,310
764,864
795,895
715,814
671,771
78,179
863,963
32,132
566,666
431,531
253,354
531,631
955,1055
392,491
780,878
761,861
139,237
484,585
870,968
719,820
66,165
539,639
612,710
30,131
172,273
329,430
809,909
223,324
981,1082
12,113
431,532
319,419
517,616
237,335
604,702
778,879
347,445
760,859
477,576
749,850
449,547
540,638
468,568
68,166
529,629
862,962
274,375
868,966
11,109
515,615
147,248
410,509
365,463
835,935
303,404
175,274
677,778
496,595
338,438
887,986
60,161
11,110
249,350
539,637
849,950
92,190
844,945
233,332
486,584
572,671
995,1096
861,959
929,1029
902,1002
707,807
140,239
895,995
369,470
81,182
434,532
134,234
647,746
710,810
232,331
131,232
634,734
677,775
349,448
452,550
378,476
824,925
783,881
357,458
117,218
716,817
38,139
63,163
408,508
650,748
97,198
580,679
930,1031
363,462
696,795
304,404
735,833
364,465
132,230
963,1064
687,787
333,434
90,190
918,1019
166,266
634,735
465,564
698,797
359,457
533,634
555,656
821,922
542,640
773,874
522,623
982,1082
741,840
715,814
125,225
259,359
197,297
282,382
51,152
970,1069
914,1014
147,247
596,697
740,839
945,1046
400,501
149,250
843,943
289,389
368,469
453,553
337,437
421,520
472,573
371,469
453,553
402,501
536,636
195,296
283,383
766,864
449,548
853,952
910,1010
133,231
658,757
380,478
197,298
90,191
452,552
871,971
732,831
416,517
921,1020
859,957
817,917
719,817
710,810
463,562
437,535
823,922
608,706
412,510
367,465
278,379
862,960
218,318
915,1013
448,546
562,660
28,126
300,398
574,675
753,854
913,1012
19,119
764,864
877,976
299,398
177,275
918,1018
242,343
394,493
171,272
974,1074
687,785
365,466
188,286
924,1022
797,897
40,139
332,430
330,430
81,181
428,527
717,818
727,825
786,887
175,273
934,1034
32,130
15,113
79,179
752,852
200,298
390,488
875,973
184,285
333,433
264,362
786,885
106,206
528,627
860,960
797,898
52,153
916,1017
868,968
257,358
705,803
377,475
542,642
87,185
520,621
280,378
180,280
615,713
780,881
194,294
199,297
988,1089
133,233
566,664
185,284
386,485
423,523
86,185
221,319
296,397
30,128
437,535
412,510
173,274
143,243
699,797
755,855
162,263
788,888
504,603
832,930
579,677
72,173
536,636
61,159
337,436
91,192
117,217
775,873
596,694
896,995
890,989
654,752
934,1034
967,1067
427,527
670,768
374,472
60,161
341,439
474,573
178,279
159,257
564,665
630,731
733,831
934,1035
354,452
656,757
959,1060
447,548
49,147
154,254
781,882
38,139
518,619
114,213
111,211
779,877
16,115
455,555
997,1097
785,886
334,432
892,990
685,784
532,632
476,575
953,1053
524,622
836,934
7,106
992,1090
183,284
361,460
598,698
981,1080
143,243
489,590
53,153
264,365
979,1078
272,370
274,374
755,855
685,784
122,221
128,227
298,396
803,902
554,654
211,312
47,145
7,106
497,598
585,686
465,565
394,494
71,172
494,594
701,799
807,908
710,808
297,397
423,522
441,541
211,311
369,467
60,160
513,611
67,167
253,352
625,725
775,876
386,486
230,331
671,770
443,542
481,580
328,426
228,327
296,394
831,931
241,342
723,822
456,554
840,941
325,423
528,627
608,709
570,671
198,298
976,1074
504,604
3,101
243,344
634,734
767,867
570,669
298,398
32,132
775,876
449,547
812,912
669,767
755,854
903,1004
691,790
905,1003
790,888
653,751
760,860
525,623
747,846
748,846
467,567
29,128
345,444
963,1064
306,405
655,754
292,390
487,585
359,459
732,831
646,747
531,631
915,1014
846,944
429,530
363,462
737,837
590,691
996,1097
72,170
903,1002
720,819
348,448
598,696
866,964
323,424
327,425
41,142
841,940
560,658
251,352
94,195
481,581
267,367
665,765
159,258
223,324
439,540
525,623
732,833
524,624
825,924
526,624
609,707
268,366
817,918
973,1074
180,281
5,105
709,807
310,411
224,322
583,683
566,666
521,621
882,981
495,593
802,903
385,483
737,837
724,823
653,754
541,642
116,214
354,454
748,848
475,574
878,978
581,681
473,574
704,804
844,943
758,859
866,965
697,798
213,314
461,561
663,763
60,160
299,397
358,457
84,185
873,972
324,425
388,487
519,617
664,764
907,1007
383,482
454,554
83,181
374,475
138,237
577,675
765,864
643,741
165,265
630,729
607,708
430,529
413,512
356,455
852,952
564,662
122,222
913,1014
366,466
345,446
621,720
675,776
200,301
253,354
923,1022
717,818
34,132
515,613
585,683
456,557
75,176
801,900
938,1039
971,1070
549,648
215,316
394,492
872,972
937,1036
253,354
599,699
131,231
506,607
939,1040
303,403
358,457
704,804
914,1014
848,947
34,132
402,500
990,1091
372,473
385,483
355,455
560,659
189,289
877,977
326,424
164,265
637,735
655,753
681,780
591,692
254,352
497,598
497,596
206,304
539,639
27,127
902,1001
268,368
378,476
734,835
512,611
148,249
605,705
732,831
993,1093
742,841
741,839
428,526
499,600
126,225
420,520
788,889
885,986
864,965
398,498
387,488
43,141
211,310
787,886
650,750
55,156
942,1042
579,679
872,972
257,355
872,973
73,174
600,700
462,562
356,455
865,963
200,299
953,1053
673,772
651,751
433,533
144,245
36,137
258,358
405,503
471,572
346,446
182,281
597,698
210,309
904,1005
979,1077
258,358
681,780
108,208
81,182
71,171
764,865
49,148
930,1029
92,192
441,539
675,775
870,970
902,1000
812,913
365,463
237,338
604,705
606,706
652,751
82,181
533,634
866,964
350,451
876,977
14,113
144,245
125,224
828,927
387,487
348,446
1,100
560,658
284,385
322,422
771,870
643,741
400,498
10,110
88,188
58,158
459,560
983,1084
181,282
627,728
586,687
215,314
199,297
259,357
546,647
903,1003
792,893
346,445
351,450
134,234
956,1056
575,673
96,195
856,956
849,949
397,496
69,167
179,279
213,312
531,631
92,191
94,192
901,1001
264,365
326,424
665,763
606,704
744,842
635,733
594,692
458,558
976,1075
507,605
419,519
415,516
279,378
243,343
847,946
487,585
303,403
927,1025
497,598
745,845
500,600
389,489
121,219
695,796
615,714
835,935
944,1045
648,746
169,268
886,987
190,289
919,1020
232,332
793,893
396,497
340,440
30,129
120,221
672,770
755,853
104,205
59,158
351,449
593,692
422,523
786,886
79,177
298,397
594,692
346,446
322,422
900,998
247,348
13,113
791,890
146,245
272,371
908,1008
902,1000
879,980
279,380
490,588
567,665
98,199
546,647
562,660
16,115
174,274
726,827
967,1067
303,401
915,1016
984,1083
744,844
226,327
764,863
969,1069
418,516
171,272
317,415
161,261
94,194
688,787
490,591
637,737
892,990
725,825
177,278
631,730
222,320
147,246
145,245
550,651
759,860
548,646
291,390
137,238
229,329
397,497
78,178
257,356
778,879
743,843
783,883
576,674
716,817
603,701
515,613
200,298
86,186
753,853
731,832
321,419
648,746
603,702
648,747
451,552
436,537
648,746
607,706
177,277
907,1008
440,538
175,273
589,690
943,1043
545,644
89,187
541,642
503,604
471,570
395,494
433,533
363,462
837,937
356,454
140,240
524,623
636,735
176,277
387,485
272,370
305,406
762,861
787,887
430,528
825,925
852,953
903,1001
100,200
149,248
594,695
569,669
102,203
71,170
744,844
617,717
677,777
122,223
696,794
583,684
452,552
630,728
459,560
895,994
407,507
524,625
506,606
984,1082
167,267
593,694
842,943
817,917
828,927
161,261
649,750
590,689
169,269
992,1090
49,149
303,402
848,948
637,735
190,291
600,701
864,964
381,480
445,543
850,951
36,137
701,801
437,537
460,561
987,1088
426,527
187,287
180,279
721,819
509,607
27,126
554,653
395,494
441,541
845,946
726,827
927,1025
907,1005
491,590
649,747
1000,1099
686,786
255,354
432,533
426,526
474,573
932,1031
17,115
882,982
806,907
844,944
336,434
277,378
659,758
136,236
755,855
697,795
412,512
497,596
266,365
152,251
704,802
768,869
455,553
235,335
277,375
754,852
675,775
992,1092
814,914
785,886
935,1035
4,105
756,857
435,533
458,559
452,551
392,492
989,1090
299,399
198,299
976,1077
626,724
649,748
660,758
551,652
759,860
684,782
182,280
857,956
396,496
745,844
222,321
135,234
843,944
323,424
615,714
28,129
220,320
206,307
715,816
673,773
721,821
310,411
63,162
148,248
16,115
503,601
688,788
412,511
271,372
754,855
679,777
571,671
740,839
700,798
84,184
758,856
881,982
602,703
172,273
890,989
584,684
316,414
556,657
585,685
31,129
878,978
977,1076
777,876
363,461
770,869
396,497
231,332
846,945
247,345
313,414
776,876
416,514
397,498
344,442
479,578
593,694
365,463
883,983
341,440
532,632
188,286
541,640
229,329
5,103
394,494
752,853
755,853
253,351
616,716
207,305
40,140
551,652
232,332
835,935
344,442
205,305
92,191
829,928
154,255
828,927
944,1043
764,864
522,623
805,905
53,152
496,596
934,1033
638,737
37,137
415,514
567,666
549,650
214,312
411,512
708,808
167,265
886,985
764,865
318,416
617,716
246,347
67,167
541,639
263,364
93,192
98,198
602,701
50,151
278,378
727,826
562,661
516,615
92,193
205,304
436,535
79,179
916,1015
